Namespace	Id	Aktiv	Hemlig	Namn	Ansvarigt datav�rdskap	Ansvarig organisation	Ansvarig organisation e-post	Anv�ndande datav�rdskap	Media	Position N	Position E	Synonymer	EU_CD	L�nsID	Sj�-Id_SMHI_sj�register	Sj�ID_RI	VdrID_RI	�ldreProvplatsID	Kommentar
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157795	SANT	FALSKT	5003 O RUNSTENn	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6284471	616289	5003		08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135491	SANT	FALSKT	N 4-5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6971042	676079			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156890	SANT	FALSKT	YF5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7253767	803706			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135924	SANT	FALSKT	S HELSINGBORG	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6207557	356018			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157837	SANT	FALSKT	LL15	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6579975	885134								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156820	SANT	FALSKT	G5 EDSVIKEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6587585	671283	G5		01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157324	SANT	FALSKT	VAE 22	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6397414	617644			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135937	SANT	FALSKT	INNANF�R M�SESK�R	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6445663	284917			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136015	SANT	FALSKT	KR 4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6514101	633924			04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135341	SANT	FALSKT	VAE 2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6377565	617921		SE637837-156973	08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135878	SANT	FALSKT	�18	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6468506	217559								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157071	SANT	FALSKT	ML2M	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6281043	589197			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157332	SANT	FALSKT	K6 / S KASEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6218522	489065			10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157666	SANT	FALSKT	V�RNAN�S	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6260467	571850			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157854	SANT	FALSKT	449 FALSTER E	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6075715	330733								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157363	SANT	FALSKT	K200	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6836644	622013	AG�FJ�RDEN	SE683750-157940	21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135672	SANT	FALSKT	MALM� DRAG	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6469912	286917			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136056	SANT	FALSKT	D12	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6976843	663108			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157753	SANT	FALSKT	GR 3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6700044	692854		SE670184-164849	03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135986	SANT	FALSKT	A999	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7229716	836468			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157111	SANT	FALSKT	AC 56	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7190078	807359			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135481	SANT	FALSKT	N 25	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7029414	740403			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157848	SANT	FALSKT	LL12	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6620474	946807								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157722	SANT	FALSKT	S 72	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6710143	681746		SE671022-163724	03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135626	SANT	FALSKT	BY30	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6523181	736939								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135743	SANT	FALSKT	SR7	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6784996	801830								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157183	SANT	FALSKT	AC 18	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7182512	801847			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135687	SANT	FALSKT	IDEFJORDEN-14A	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6556714	285988			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135474	SANT	FALSKT	N 2-1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6793768	642852			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157862	SANT	FALSKT	935 ASNAES	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6175479	233066								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157627	SANT	FALSKT	OKG3-V	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6363747	600658			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157141	SANT	FALSKT	STANNA 5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6471985	613722	STANNA 5		05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135877	SANT	FALSKT	�17	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6468095	236953								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157411	SANT	FALSKT	S�1 / INRE MARSVIKEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6505241	615357			04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157268	SANT	FALSKT	6004 ASENSKALLEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6518015	655572	6004		04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157321	SANT	FALSKT	TR�LHAVET II	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6593893	692259			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135644	SANT	FALSKT	HAN�-2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6195048	470820			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157604	SANT	FALSKT	GBY-21	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6851293	636960			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157284	SANT	FALSKT	SKAM3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6380333	599570			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156941	SANT	FALSKT	BJ�RKHOLMEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6477448	302847			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157458	SANT	FALSKT	R 2-2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6810381	614651			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135844	SANT	FALSKT	GF9	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6373760	242429								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157771	SANT	FALSKT	H38	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6945516	661036			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156830	SANT	FALSKT	B6	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6226355	500610			10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136049	SANT	FALSKT	D10	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6976011	663574			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157299	SANT	FALSKT	R 7-3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7273658	826449			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135744	SANT	FALSKT	SS29	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6786281	783668								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135294	SANT	FALSKT	SK36	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6378071	308537	"GOTE 3; GOTE3; O TISTLARNA; SK36"	SE638255-126023	13					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135616	SANT	FALSKT	BY20 F�R�DJ	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6439146	788497	"BY20  F�R�DJ; BY20 F�R�DJ; BY20 F�R�DJUPET"							VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156832	SANT	FALSKT	GAVIKSFJ�RDEN-EDS�TTERFJ�RDEN G 1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6971783	663461	G 1	SE697215-162254	22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157355	SANT	FALSKT	S4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6732516	634696			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157288	SANT	FALSKT	SYD OBBOLA	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7064896	760594			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157763	SANT	FALSKT	5002 NO SEGERSTAD	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6256560	604385	5002		08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156934	SANT	FALSKT	5103 VID�	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6409479	598171	5103		08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135809	SANT	FALSKT	KULLEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6235161	336984								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157717	SANT	FALSKT	K283	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6832051	619273			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135367	SANT	FALSKT	SUNDSB�DARNA	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6518441	659591	25	SE651877-161309	04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157449	SANT	FALSKT	6015 NV NYGRUND	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6517102	653252	"6015; NV NYGRUND"		04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136016	SANT	FALSKT	KR 5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6514792	634026			04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136001	SANT	FALSKT	BJ 2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6588092	726480			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157256	SANT	FALSKT	SUNDSVALL 630	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6913877	623686			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135540	SANT	FALSKT	F33 GRUNDKALLEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6718189	715708			03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136027	SANT	FALSKT	N 2A-5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6759396	624006			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156847	SANT	FALSKT	H6 HUDIKSVALLSFJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6845396	618318	H6		21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00159416	SANT	FALSKT	K336 / G	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6795627	616122	"K336; NV STORA GARPH"	SE679655-157300	21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157713	SANT	FALSKT	HANO6	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6163954	461664	6A		12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156907	SANT	FALSKT	S8 / NORRT�LJEVIKEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6632575	726116			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157613	SANT	FALSKT	S6 / S ARHOLMA	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6639427	728921			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157566	SANT	FALSKT	�VF 4:9	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6174912	366827		SE617863-131790	12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136045	SANT	FALSKT	AH 8	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6649186	738634			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157076	SANT	FALSKT	S�21 / S SKEPNA	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6513796	636358			04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157271	SANT	FALSKT	FARSTUGRUNDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7267068	860431			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156993	SANT	FALSKT	S19C / BRUNNSVIKEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6585303	672601			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157209	SANT	FALSKT	S3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6730951	637051			03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135683	SANT	FALSKT	IDEFJORDEN-11	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6558021	290940			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157216	SANT	FALSKT	F2 FALKENBERG	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6308786	344004	F2		13					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157069	SANT	FALSKT	R 7-4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7271987	824562			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156777	SANT	FALSKT	V13MS	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6403746	597537			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157596	SANT	FALSKT	4134 NV LILLA KARLS�	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6361872	683047	4134		09					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00159441	SANT	FALSKT	ML28	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6262076	582753			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135682	SANT	FALSKT	IDEFJORDEN-5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6556851	291928								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135991	SANT	FALSKT	SG3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6919900	622230			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135352	SANT	FALSKT	HAE 12	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6483676	641540		SE648422-159462	04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157556	SANT	FALSKT	�VF 3:1 LUND�KRA	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6186118	367588	�VF 3:1		12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135874	SANT	FALSKT	�14	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6471134	262326			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157154	SANT	FALSKT	X25 / EXT	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6795193	619372			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157570	SANT	FALSKT	TOR6	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6216683	534882			10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00159408	SANT	FALSKT	EGGEGRUND / B4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6732759	637191			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157066	SANT	FALSKT	K382 / M	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6785351	617851			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157691	SANT	FALSKT	R 9-1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7319622	903291			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156814	SANT	FALSKT	V5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6994124	673570			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157463	SANT	FALSKT	HANO1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6159750	461105			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157263	SANT	FALSKT	AC 4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7187387	799022			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157699	SANT	FALSKT	6016 V LANDSORT	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6515722	664893	"6016; V LANDSORT"		01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135326	SANT	FALSKT	PMK 31	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6204034	545136			10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136029	SANT	FALSKT	RF 2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7315883	841786			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157175	SANT	FALSKT	S�25 / GUPAFJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6517612	646256			04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157339	SANT	FALSKT	SK5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6463451	293378	"GULLMARSFJORDEN; HAGAR; H�GARNSK�R; O H�GARNSK�REN; SK 5; SK5"	SE646816-124608	14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157690	SANT	FALSKT	SW VINGA GF4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6383935	292079	"DJUPA R�NNAN; KA 1; KA1; SV VINGA; SW VINGA GF4; VINGA SW"	SE638856-124381	14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157202	SANT	FALSKT	KOLLHOLM	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6463754	313030			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156882	SANT	FALSKT	U12	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6669485	707093			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136023	SANT	FALSKT	N 2A-1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6816297	623568			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135942	SANT	FALSKT	OH9	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6380787	107740								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157204	SANT	FALSKT	EB3MS	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6335801	589696			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156758	SANT	FALSKT	MB3VMS	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6325773	595252			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157418	SANT	FALSKT	HANO4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6161385	458841			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156984	SANT	FALSKT	GB12 / BR�VIK GET� TUSTN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6502776	575394			05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157387	SANT	FALSKT	STORA DEJE	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6465998	312745			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135889	SANT	FALSKT	R43	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6484608	194073								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157432	SANT	FALSKT	K346	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6793848	621843			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135777	SANT	FALSKT	S�DERHAMN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6794329	660941								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156815	SANT	FALSKT	KF6	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7203735	787717			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135885	SANT	FALSKT	P4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6413945	254413								VAL-2018-05-14
